Date,Broker,Ticker,Lot,Avg,Value
2025-10-06,XC,AALI,667,7673.010752688172,510957500
2025-10-06,XL,AALI,1743,7685.770719122864,1341347500
2025-10-06,BK,AALI,2078,7654.549683662077,1591042500
2025-10-06,BQ,AALI,48,7715.306122448979,37022500
2025-10-06,AZ,AALI,102,7676.190476190476,78275000
2025-10-06,AG,AALI,41,7643.023255813953,31317500
2025-10-06,SQ,AALI,1712,7621.975692481628,1304937500
2025-10-06,YP,AALI,80,7660.001518833536,85177500
2025-10-06,DH,AALI,193,7658.039647577092,147777500
2025-10-06,HP,AALI,52,7706.9672131147545,40185000
2025-10-06,OD,AALI,1057,7661.538461538462,809360000
2025-10-06,AT,AALI,87,7649.712643678161,66552500
2025-10-06,ES,AALI,530,7628.301886792453,404300000
2025-10-06,CP,AALI,487,7651.026694045175,372605000
2025-10-06,CC,AALI,288,7695.127118644068,218100000
2025-10-06,EP,AALI,424,7638.127187864644,324215000
2025-10-06,NI,AALI,106,7641.452991452991,80992500
2025-10-06,FS,AALI,25,7695,19237500
2025-10-06,SS,AALI,1,7675,767500
2025-10-06,PC,AALI,6,7650,4590000
2025-10-06,YU,AALI,214,7641.399082568807,163482500
2025-10-06,CD,AALI,200,7850,157000000
2025-10-06,XA,AALI,320,7635.4534005037785,244222500
2025-10-06,KK,AALI,338,7668.978102189781,259627500
2025-10-06,PP,AALI,31,7575,23482500
2025-10-06,AK,AALI,-1342,7658.60200845666,-1025895000
2025-10-06,ZP,AALI,-4290,7641.2666311868015,-3282117500
2025-10-06,LG,AALI,-1910,7672.370914258645,-1465250000
2025-10-06,DR,AALI,-1825,7777.268292682927,-1421372500
2025-10-06,PD,AALI,-443,7672.753317249699,-340817500
2025-10-06,YJ,AALI,-33,7625,-25140000
2025-10-06,BB,AALI,-430,7686.976744186047,-330540000
2025-10-06,KI,AALI,-23,7660.416666666667,-17620000
2025-10-06,GR,AALI,-32,7635.302879841112,-25637500
2025-10-06,LS,AALI,-9,7666.666666666667,-6900000
2025-10-06,HD,AALI,-8,7713.690476190476,-6100000
2025-10-06,IF,AALI,-5,7625,-3762500
2025-10-06,TP,AALI,-201,7648.045267489712,-153610000
2025-10-06,YB,AALI,-199,7576.195219123506,-150347500
2025-10-06,AI,AALI,-46,7650,-35345000
2025-10-06,DX,AALI,-34,7688.461538461538,-26195000
2025-10-06,AK,ABBA,58343,74,431738200
2025-10-06,XL,ABBA,38525,74,285085000
2025-10-06,AZ,ABBA,34270,74,253598000
2025-10-06,PD,ABBA,20440,74,151256000
2025-10-06,HP,ABBA,60,74,444000
2025-10-06,FS,ABBA,125,74,925000
2025-10-06,XC,ABBA,15769,74,116690600
2025-10-06,YU,ABBA,9500,74,70300000
2025-10-06,SQ,ABBA,231,74,1709400
2025-10-06,YJ,ABBA,102,74,754800
2025-10-06,DR,ABBA,7165,74,53021000
2025-10-06,XA,ABBA,4500,74,33300000
2025-10-06,AG,ABBA,150,74,1110000
2025-10-06,BQ,ABBA,15,74,111000
2025-10-06,DH,ABBA,3910,74,28934000
2025-10-06,TP,ABBA,750,74,5550000
2025-10-06,HD,ABBA,2051,74,15177400
2025-10-06,AI,ABBA,700,74,5180000
2025-10-06,MG,ABBA,-17943,74,-132778200
2025-10-06,OD,ABBA,-119576,74,-884862400
2025-10-06,CC,ABBA,-607,74,-4491800
