Date,Broker,Ticker,Lot,Avg,Value
2025-10-15,SQ,AALI,805,7953.734622144112,642560000
2025-10-15,YU,AALI,1582,7917.710544939844,1259750000
2025-10-15,ZP,AALI,1455,7957.403381642512,1161460000
2025-10-15,RX,AALI,1000,7904.8,790480000
2025-10-15,EP,AALI,981,7912.973640856672,778082500
2025-10-15,TP,AALI,418,7882.64652014652,328680000
2025-10-15,AG,AALI,276,7866.339869281046,216710000
2025-10-15,BK,AALI,268,7932.966616084977,214690000
2025-10-15,XA,AALI,49,7890.25,38610000
2025-10-15,YB,AALI,41,7984.756097560976,32737500
2025-10-15,HD,AALI,11,7947.752808988764,8707500
2025-10-15,AI,AALI,244,7850,190700000
2025-10-15,YJ,AALI,40,7936.206896551724,31755000
2025-10-15,AR,AALI,65,7975,51837500
2025-10-15,CD,AALI,80,7850,62700000
2025-10-15,OD,AALI,-554,7969.457928802589,-441725000
2025-10-15,YP,AALI,-758,7919.5575011831515,-600927500
2025-10-15,CP,AALI,-1152,7930.203784570597,-911930000
2025-10-15,AK,AALI,-69,7927.532368621478,-59610000
2025-10-15,HP,AALI,-26,8008.173076923077,-21057500
2025-10-15,ES,AALI,-15,8000,-12000000
2025-10-15,CC,AALI,-395,7944.022853794316,-318960000
2025-10-15,RO,AALI,-6,7900,-4740000
2025-10-15,NI,AALI,-1068,7964.181152790485,-850500000
2025-10-15,GR,AALI,-91,7981.25,-74337500
2025-10-15,DX,AALI,-12,7929.166666666667,-9515000
2025-10-15,BQ,AALI,-20,7879.032258064516,-15687500
2025-10-15,LG,AALI,-112,7931.760204081633,-88650000
2025-10-15,PD,AALI,-622,7896.4360222531295,-488162500
2025-10-15,KK,AALI,-553,7919.821899736147,-438940000
2025-10-15,XC,AALI,-91,7957.148829431439,-74610000
2025-10-15,DH,AALI,-546,7937.462121212121,-432867500
2025-10-15,FS,AALI,-5,7975,-3987500
2025-10-15,IF,AALI,-102,7975,-81357500
2025-10-15,LS,AALI,-43,7890.116279069767,-33927500
2025-10-15,DR,AALI,-487,7886.005976095617,-384077500
2025-10-15,MI,AALI,-100,7975,-79750000
2025-10-15,KI,AALI,-39,8000,-31200000
2025-10-15,AZ,AALI,-6,7875,-4725000
2025-10-15,XL,AALI,-432,7925.521669341894,-337460000
2025-10-15,KK,ABBA,1647,72,11858400
2025-10-15,YP,ABBA,10126,72,72907200
2025-10-15,SQ,ABBA,5700,72,41040000
2025-10-15,TP,ABBA,80,72,576000
2025-10-15,FZ,ABBA,3000,72,21600000
2025-10-15,HD,ABBA,2700,72,19440000
2025-10-15,NI,ABBA,770,72,5544000
2025-10-15,EP,ABBA,389,72,2800800
2025-10-15,CP,ABBA,584,72,4204800
2025-10-15,DR,ABBA,530,72,3816000
2025-10-15,KI,ABBA,28,72,201600
2025-10-15,PI,ABBA,460,72,3312000
2025-10-15,XC,ABBA,430,72,3096000
2025-10-15,PD,ABBA,-16730,72,-120456000
2025-10-15,XL,ABBA,-3562,72,-25646400
2025-10-15,GR,ABBA,-2811,72,-20239200
2025-10-15,YB,ABBA,-1500,72,-10800000
2025-10-15,CC,ABBA,-1474,72,-10612800
2025-10-15,OD,ABBA,-317,72,-2282400
2025-10-15,MG,ABBA,-50,72,-360000
2025-10-15,BK,ABMM,7631,2570,1961167000
2025-10-15,AK,ABMM,21352,2576.6114561766735,5497367000
2025-10-15,ES,ABMM,200,2730,54600000
2025-10-15,SH,ABMM,300,2570,77100000
2025-10-15,DH,ABMM,18989,2585.8246991104133,4909194000
2025-10-15,YU,ABMM,11933,2570.899207062863,3067791000
2025-10-15,AZ,ABMM,10222,2571.6073175503816,2628697000
2025-10-15,LS,ABMM,303,2570.2275960170696,77887000
2025-10-15,HP,ABMM,271,2621.2546125461254,71036000
2025-10-15,DR,ABMM,418,2609.3301435406697,109070000
2025-10-15,XL,ABMM,5046,2639.3108677337827,1325282000
2025-10-15,SQ,ABMM,4003,2597.037617554859,1028584000
2025-10-15,SA,ABMM,100,2650,26500000
2025-10-15,XA,ABMM,210,2573.270142180095,54029000
2025-10-15,OD,ABMM,361,2634.5175438596493,94856000
2025-10-15,PD,ABMM,3275,2667.2600386514923,872089000
2025-10-15,CP,ABMM,876,2580.7332293291734,223205000
2025-10-15,NI,ABMM,1389,2611.4344827586206,362369000
2025-10-15,XC,ABMM,1048,2638.202837624803,269951000
2025-10-15,GR,ABMM,1857,2608.597981943707,484253000
2025-10-15,KK,ABMM,1096,2601.9753086419755,283711000
2025-10-15,CD,ABMM,204,2712.549019607843,55336000
2025-10-15,YB,ABMM,150,2570,38550000
2025-10-15,TP,ABMM,568,2670.0880281690143,151661000
2025-10-15,EP,ABMM,1801,2663.4708470847086,479583000
2025-10-15,CC,ABMM,-89621,2579.976917202262,-23111773000
2025-10-15,YP,ABMM,-3494,2675.4697674418603,-959751000
2025-10-15,ZP,ABMM,-806,2664.5388349514565,-214827000
2025-10-15,IF,ABMM,-145,2700,-39150000
2025-10-15,DX,ACES,158,417.2248062015504,6564400
2025-10-15,KI,ACES,22706,439.9941891178024,999071600
2025-10-15,CC,ACES,877860,436.3375102534783,38305604800
2025-10-15,DR,ACES,9402,420.849179154094,395686200
2025-10-15,BK,ACES,8077,437.89255165314574,358363600
2025-10-15,XA,ACES,7704,439.43102794284994,338972800
2025-10-15,HD,ACES,369,418.286817962337,15427600
2025-10-15,MG,ACES,238,417.7617554858934,9933200
2025-10-15,PC,ACES,1,418,41800
2025-10-15,SF,ACES,7,420,294000
2025-10-15,BR,ACES,1,420,42000
2025-10-15,RO,ACES,1,419,42000
2025-10-15,AK,ACES,-179452,437.2230934509027,-7914133400
2025-10-15,ZP,ACES,-311856,434.1757321170667,-13570972400
2025-10-15,YP,ACES,-110794,432.4853858478386,-4817876000
2025-10-15,BQ,ACES,-1371,422.24780624780624,-58792400
2025-10-15,YU,ACES,-86917,439.9933616531068,-3934614000
2025-10-15,NI,ACES,-31691,435.20777468222184,-1404812000
2025-10-15,AT,ACES,-2033,419.97188598203826,-85553200
2025-10-15,XC,ACES,-12656,425.6437251984127,-541371600
2025-10-15,EP,ACES,-9827,421.58122568093387,-415343600
2025-10-15,OD,ACES,-5328,425.17327312259573,-225283000
2025-10-15,XL,ACES,-30254,425.71539724462843,-1303436000
2025-10-15,CP,ACES,-8142,434.5577220674714,-355215200
2025-10-15,YJ,ACES,-492,440,-21648000
2025-10-15,PP,ACES,-1989,416.54399195575667,-82850600
2025-10-15,AO,ACES,-3800,439.73293768545994,-173788000
2025-10-15,PD,ACES,-28723,423.67820566568844,-1219442800
2025-10-15,SQ,ACES,-22683,427.04219173711914,-971122400
2025-10-15,AZ,ACES,-16235,434.86890262194754,-706796600
2025-10-15,KK,ACES,-19563,419.3792064762084,-819285000
2025-10-15,YB,ACES,-3496,423.7518582046884,-148144800
2025-10-15,AG,ACES,-1208,435.9451038575668,-52921400
2025-10-15,LG,ACES,-2207,439.43773427738444,-97429000
2025-10-15,IF,ACES,-2552,418.11364514882104,-106703000
2025-10-15,DH,ACES,-17244,419.35410282601293,-723283200
2025-10-15,GR,ACES,-14992,421.4280922916787,-633441400
2025-10-15,GR,ACST,4800,135.9609900990099,65350300
2025-10-15,DR,ACST,3654,132.05222194325884,48165000
2025-10-15,BK,ACST,1,133,18500
2025-10-15,CC,ACST,3472,132.74219024219025,45838100
2025-10-15,PD,ACST,2674,132.61434977578475,35203600
2025-10-15,HP,ACST,2195,135.37193763919822,29721000
2025-10-15,MG,ACST,50,133,665000
2025-10-15,YU,ACST,41,134.0731707317073,549700
2025-10-15,DX,ACST,1100,137.5609090909091,15131700
2025-10-15,NI,ACST,136,133.02608695652174,1700800
2025-10-15,ZP,ACST,2,134,26800
2025-10-15,OD,ACST,1081,131.11080586080587,14172600
2025-10-15,YB,ACST,18,137.61111111111111,247700
2025-10-15,CD,ACST,1000,131,13100000
2025-10-15,CP,ACST,664,135.24397590361446,8980200
2025-10-15,AO,ACST,229,133.1494252873563,3015200
2025-10-15,DH,ACST,-3190,132.2185628742515,-42191000
2025-10-15,YP,ACST,-5877,133.62587643868235,-78736000
2025-10-15,XL,ACST,-3110,133.4921107800949,-41406000
2025-10-15,DD,ACST,-150,136,-2040000
2025-10-15,EP,ACST,-1776,131.1875881523272,-23261400
2025-10-15,XA,ACST,-1400,134,-18820000
2025-10-15,SQ,ACST,-1349,132.88888888888889,-17926500
2025-10-15,LG,ACST,-250,132,-3300000
2025-10-15,YJ,ACST,-1059,135.8222013170273,-14385400
2025-10-15,BQ,ACST,-216,134.87653239929946,-3170700
2025-10-15,XC,ACST,-891,133.6299311208516,-11957600
2025-10-15,AT,ACST,-75,137.009900990099,-1042800
2025-10-15,AZ,ACST,-398,132.12531328320802,-5258700
2025-10-15,AK,ACST,-75,136.94252873563218,-1066100
2025-10-15,AG,ACST,-675,131.74074074074073,-8892500
2025-10-15,FZ,ACST,-238,132,-3141600
2025-10-15,KK,ACST,-388,133.6335341365462,-5289900
2025-10-15,AO,ADES,117,13494.23076923077,157882500
2025-10-15,QA,ADES,50,13500,67500000
2025-10-15,KK,ADES,43,13535.795454545454,58207500
2025-10-15,PD,ADES,33,13541.447368421053,44692500
2025-10-15,AZ,ADES,17,13508.823529411764,22965000
2025-10-15,GR,ADES,1,13500,1350000
2025-10-15,IF,ADES,1,13475,1347500
2025-10-15,CP,ADES,-120,13504.166666666666,-162050000
2025-10-15,XL,ADES,-66,13519.132653061224,-89162500
2025-10-15,CC,ADES,-33,13513.636363636364,-44595000
2025-10-15,TS,ADES,-25,13534,-33835000
2025-10-15,YP,ADES,-8,13505.76923076923,-10790000
2025-10-15,XC,ADES,-5,13500,-6750000
2025-10-15,OD,ADES,-3,13541.666666666666,-4062500
2025-10-15,CD,ADES,-2,13500,-2700000
2025-10-15,XC,ADHI,5881,258.367718758019,152056800
2025-10-15,ZP,ADHI,5530,257.9638336347197,142654000
2025-10-15,OD,ADHI,4788,258.3312605992086,123538600
2025-10-15,DR,ADHI,4434,258,114403200
2025-10-15,KK,ADHI,45,258.3225575995713,1119000
2025-10-15,RG,ADHI,500,256,12800000
2025-10-15,CD,ADHI,3721,256,95257600
2025-10-15,YU,ADHI,1929,258.00498753117205,49769200
2025-10-15,GR,ADHI,1009,257.79303675048357,26015800
2025-10-15,AT,ADHI,205,257.9512195121951,5288000
2025-10-15,CP,ADHI,686,257.2756324900133,17634600
2025-10-15,XL,ADHI,1910,258.009806749351,49079000
2025-10-15,AZ,ADHI,729,259.93954050785976,18949000
2025-10-15,FS,ADHI,20,258,516000
2025-10-15,BQ,ADHI,11,260,285800
2025-10-15,PS,ADHI,1,260,26000
2025-10-15,YP,ADHI,182,258.6796785304248,5249000
2025-10-15,SQ,ADHI,1570,258.6669854171647,41617600
2025-10-15,CC,ADHI,92,257.5972562469378,2211400
2025-10-15,RO,ADHI,1,260,26000
2025-10-15,AG,ADHI,1,256,25600
2025-10-15,XA,ADHI,57,259.2738853503185,1480600
2025-10-15,DH,ADHI,640,257.61796875,16414200
2025-10-15,EP,ADHI,1235,257.69018601667733,32066400
2025-10-15,SH,ADHI,10,257,257000
2025-10-15,LS,ADHI,-3980,256,-101880000
2025-10-15,AK,ADHI,-13546,259.1443903127868,-351163000
2025-10-15,PD,ADHI,-4668,257.7424215875241,-120250800
2025-10-15,AO,ADHI,-1,256,-25600
2025-10-15,NI,ADHI,-3344,258.0513350559862,-86336800
2025-10-15,DX,ADHI,-2818,258,-72704400
2025-10-15,KI,ADHI,-2102,256.116079923882,-53835600
2025-10-15,HP,ADHI,-1822,259.73216245883646,-47323200
2025-10-15,YB,ADHI,-84,259.1764705882353,-2177200
2025-10-15,LG,ADHI,-103,258,-2656400
2025-10-15,BK,ADHI,-1080,258.6240740740741,-27931400
2025-10-15,MG,ADHI,-988,258,-25486400
2025-10-15,TP,ADHI,-465,258.68389662027835,-12034800
2025-10-15,HD,ADHI,-186,260.01428571428573,-4934800
2025-10-15,PD,ADMF,88,8606.958762886597,75725000
2025-10-15,SQ,ADMF,256,8608.732876712329,220405000
2025-10-15,ZP,ADMF,5,8600,4295000
2025-10-15,CC,ADMF,115,8612.673611111111,98980000
2025-10-15,OD,ADMF,60,8620.833333333334,51725000
2025-10-15,YU,ADMF,27,8624.632352941177,23300000
2025-10-15,KK,ADMF,23,8606.521739130434,19795000
2025-10-15,DH,ADMF,22,8600.892857142857,18892500
2025-10-15,GR,ADMF,20,8625,17250000
2025-10-15,TP,ADMF,1,8600,860000
2025-10-15,AG,ADMF,3,8583.333333333334,2575000
2025-10-15,XC,ADMF,18,8617.64705882353,15540000
2025-10-15,LG,ADMF,10,8625,8625000
2025-10-15,SF,ADMF,4,8625,3450000
2025-10-15,IT,ADMF,-236,8612.92372881356,-203265000
2025-10-15,AZ,ADMF,-173,8619.285714285714,-149117500
2025-10-15,XL,ADMF,-129,8612.921348314607,-111082500
2025-10-15,DR,ADMF,-38,8623.936170212766,-32772500
2025-10-15,YP,ADMF,-36,8601.304347826086,-30802500
2025-10-15,NI,ADMF,-33,8600.555555555555,-28357500
2025-10-15,HP,ADMF,-4,8600,-3440000
2025-10-15,CD,ADMF,-3,8600,-2580000
2025-10-15,AZ,ADMG,1132,129.1166077738516,14616000
2025-10-15,HD,ADMG,1200,132.20833333333334,15865000
2025-10-15,YP,ADMG,1699,129.20304975922954,21450100
2025-10-15,ZP,ADMG,1000,129,12900000
2025-10-15,OD,ADMG,6,131.008,62100
2025-10-15,PD,ADMG,798,130.64312267657994,10375800
2025-10-15,AK,ADMG,484,132,6388800
2025-10-15,CD,ADMG,330,132.25757575757575,4364500
2025-10-15,PC,ADMG,30,130.83333333333334,392500
2025-10-15,BQ,ADMG,2,130,26000
2025-10-15,NI,ADMG,313,130.63085399449037,4086900
2025-10-15,KK,ADMG,120,130,1560000
