Date,Broker,Ticker,Lot,Avg,Value
2025-10-08,YP,AALI,1440,7391.857675906183,1063082500
2025-10-08,BK,AALI,2190,7430.949539720423,1622055000
2025-10-08,LG,AALI,25,7293.076923076923,17555000
2025-10-08,TP,AALI,2093,7431.747404844291,1555990000
2025-10-08,AZ,AALI,17,7518.617021276596,13287500
2025-10-08,HD,AALI,13,7389.36170212766,9487500
2025-10-08,YU,AALI,184,7406.032665964173,133470000
2025-10-08,EP,AALI,11,7407.35294117647,7780000
2025-10-08,KK,AALI,83,7376.704545454545,60170000
2025-10-08,XC,AALI,7,7441.473988439307,4502500
2025-10-08,CD,AALI,111,7386.8483412322275,81112500
2025-10-08,GR,AALI,1457,7478.430197723187,1089820000
2025-10-08,AK,AALI,1291,7387.122416534181,951200000
2025-10-08,NI,AALI,784,7432.628909551987,583037500
2025-10-08,CC,AALI,166,7394.477191184008,111575000
2025-10-08,KI,AALI,6,7471.428571428572,4482500
2025-10-08,YB,AALI,87,7485.3125,65907500
2025-10-08,XA,AALI,36,7318.604651162791,26307500
2025-10-08,AI,AALI,251,7375.498007968127,185125000
2025-10-08,BB,AALI,578,7422.188581314879,429002500
2025-10-08,ES,AALI,15,7300,10950000
2025-10-08,BQ,AALI,7,7497.65625,5575000
2025-10-08,XL,AALI,274,7416.007383966245,207005000
2025-10-08,DH,AALI,29,7407.589285714285,21252500
2025-10-08,SQ,AALI,277,7428.821243523316,205302500
2025-10-08,OD,AALI,-161,7421.100917431193,-120060000
2025-10-08,ZP,AALI,-8998,7425.141417258048,-6681027500
2025-10-08,PD,AALI,-985,7381.386408730159,-719717500
2025-10-08,CP,AALI,-712,7315.515267175572,-518225000
2025-10-08,FS,AALI,-200,7375,-147500000
2025-10-08,IF,AALI,-198,7400,-146525000
2025-10-08,DR,AALI,-67,7424.671052631579,-50017500
2025-10-08,AG,AALI,-65,7350,-47775000
2025-10-08,HP,AALI,-46,7420.108695652174,-34132500
2025-10-08,DX,AALI,-5,7475,-3737500
2025-10-08,SS,AALI,-1,7400,-740000
2025-10-08,XL,ABBA,87091,89,775109900
2025-10-08,AK,ABBA,84668,89,753545200
2025-10-08,PD,ABBA,51005,89,453944500
2025-10-08,AZ,ABBA,9998,89,88982200
2025-10-08,DR,ABBA,5154,89,45870600
2025-10-08,MG,ABBA,2872,89,25560800
2025-10-08,OD,ABBA,651,89,5793900
2025-10-08,YB,ABBA,175,89,1557500
2025-10-08,QA,ABBA,1,89,8900
2025-10-08,YJ,ABBA,1,89,8900
2025-10-08,DX,ABBA,-2160,89,-19224000
2025-10-08,GR,ABBA,-16835,89,-149831500
2025-10-08,YP,ABBA,-145905,89,-1298554500
2025-10-08,HD,ABBA,-37000,89,-329300000
2025-10-08,CD,ABBA,-6,89,-53400
2025-10-08,CC,ABBA,-11880,89,-105732000
2025-10-08,AT,ABBA,-200,89,-1780000
2025-10-08,SF,ABBA,-1000,89,-8900000
2025-10-08,KK,ABBA,-753,89,-6701700
2025-10-08,NI,ABBA,-8544,89,-76041600
2025-10-08,ZP,ABBA,-4089,89,-36392100
2025-10-08,EP,ABBA,-474,89,-4218600
2025-10-08,HP,ABBA,-1000,89,-8900000
2025-10-08,XA,ABBA,-143,89,-1272700
2025-10-08,LG,ABBA,-2945,89,-26210500
2025-10-08,PC,ABBA,-2000,89,-17800000
2025-10-08,SQ,ABBA,-2825,89,-25142500
2025-10-08,AI,ABBA,-250,89,-2225000
2025-10-08,DH,ABBA,-221,89,-1966900
2025-10-08,XC,ABBA,-2781,89,-24750900
2025-10-08,TP,ABBA,-100,89,-890000
2025-10-08,YU,ABBA,-505,89,-4494500
2025-10-08,NI,ABMM,509,2751.875,139993000
2025-10-08,GR,ABMM,1202,2750.41975308642,330588000
2025-10-08,YP,ABMM,751,2757.7665544332212,207092000
2025-10-08,CP,ABMM,473,2750,130055000
2025-10-08,LS,ABMM,2,2750,550000
2025-10-08,HD,ABMM,7,2760,1932000
2025-10-08,PP,ABMM,2,2760,552000
2025-10-08,RG,ABMM,2,2755,551000
2025-10-08,CC,ABMM,468,2756.321243523316,128973000
2025-10-08,AZ,ABMM,6,2753.3333333333335,1653000
2025-10-08,AG,ABMM,1,2750,275000
2025-10-08,HP,ABMM,85,2758.823529411765,23450000
2025-10-08,CD,ABMM,1,2750,275000
2025-10-08,ES,ABMM,463,2757.278617710583,127662000
2025-10-08,DH,ABMM,339,2750.59793814433,93215000
2025-10-08,YB,ABMM,177,2750.09900990099,48627000
2025-10-08,EP,ABMM,406,2751.135265700483,111700000
2025-10-08,XC,ABMM,354,2759.0832328106153,98012000
2025-10-08,MG,ABMM,25,2760,6900000
2025-10-08,BQ,ABMM,350,2751.4285714285716,96300000
2025-10-08,IF,ABMM,30,2750,8250000
2025-10-08,KK,ABMM,226,2755.4302670623147,62240000
2025-10-08,XA,ABMM,3,2770,831000
2025-10-08,ZP,ABMM,6,2750,1650000
2025-10-08,PD,ABMM,-1122,2753.263768115942,-308970000
2025-10-08,YU,ABMM,-913,2750,-251045000
2025-10-08,AO,ABMM,-13,2760,-3588000
2025-10-08,BK,ABMM,-672,2755.1785714285716,-185148000
2025-10-08,XL,ABMM,-658,2754.393063583815,-181390000
2025-10-08,OD,ABMM,-635,2750.4551201011377,-174525000
2025-10-08,YJ,ABMM,-555,2753.6036036036035,-152825000
2025-10-08,TP,ABMM,-472,2760,-130273000
2025-10-08,AK,ABMM,-264,2754.301886792453,-72567000
2025-10-08,LG,ABMM,-254,2760,-70120000
2025-10-08,DR,ABMM,-64,2756.728971962617,-17665000
2025-10-08,DX,ABMM,-55,2756.6666666666665,-15164000
2025-10-08,SQ,ABMM,-187,2753.743315508021,-51446000
2025-10-08,KI,ABMM,-24,2750,-6600000
2025-10-08,AK,ACES,22346,421.7158253830587,947199000
2025-10-08,TP,ACES,51452,421.4005088677692,2168404800
2025-10-08,XA,ACES,1902,421.99410029498523,80376000
2025-10-08,JB,ACES,616,422,25995200
2025-10-08,MU,ACES,50,420,2100000
2025-10-08,YU,ACES,32141,420.2461117332338,1350711800
2025-10-08,YP,ACES,14980,420.25483480002106,627752000
2025-10-08,ZP,ACES,14557,420.67749193729844,609096800
2025-10-08,AN,ACES,51,421.96078431372547,2152000
2025-10-08,EP,ACES,980,421.439882080438,41180200
2025-10-08,PC,ACES,208,420.13461538461536,8738800
2025-10-08,DR,ACES,12310,420.3852186311787,518066800
2025-10-08,AF,ACES,300,420,12600000
2025-10-08,QA,ACES,10,420,420000
2025-10-08,SQ,ACES,7129,422.11151044196214,301605400
2025-10-08,NI,ACES,6310,420.22474012474015,264909400
2025-10-08,PO,ACES,200,422,8440000
2025-10-08,CP,ACES,2533,420.9513924050633,106559000
2025-10-08,RG,ACES,1212,417.87458745874585,50646400
2025-10-08,KI,ACES,46,420.9795918367347,1936800
2025-10-08,LG,ACES,482,419.7005076142132,20048600
2025-10-08,AG,ACES,300,420,12600000
2025-10-08,YJ,ACES,10,418,418000
2025-10-08,CD,ACES,632,421.96835443037975,26668400
2025-10-08,AI,ACES,2282,421.82646420824295,96260400
2025-10-08,XL,ACES,-26861,420.2442803534681,-1127943200
2025-10-08,BK,ACES,-47451,420.60337513315517,-1994652000
2025-10-08,PD,ACES,-41517,420.90235861881456,-1747436600
2025-10-08,CC,ACES,-16737,420.0220615498702,-702499000
2025-10-08,BB,ACES,-7762,421.8734862148931,-327458200
2025-10-08,DH,ACES,-7350,420.87822935143055,-309771400
2025-10-08,HP,ACES,-55,422,-2327000
2025-10-08,GR,ACES,-6740,421.8336083608361,-284384600
2025-10-08,AZ,ACES,-2669,424.2779097387173,-113763000
2025-10-08,DX,ACES,-108,418,-4106200
2025-10-08,LS,ACES,-491,423.77777777777777,-20723800
2025-10-08,MG,ACES,-31,422.0084461919324,-1314000
2025-10-08,YB,ACES,-2553,421.4149096385542,-108335400
2025-10-08,OD,ACES,-1290,422.0157255182273,-54653600
2025-10-08,HD,ACES,-717,422.5232163080408,-30549400
2025-10-08,BQ,ACES,-4426,421.37246811702926,-186668800
2025-10-08,AT,ACES,-427,421.562074829932,-18023800
2025-10-08,XC,ACES,-2974,421.69733017911454,-127320800
2025-10-08,KK,ACES,-2884,423.77010253642743,-123123400
2025-10-08,YP,ACST,5530,139.28011446466172,79551800
2025-10-08,CC,ACST,18627,137.64782201613983,255613300
2025-10-08,PC,ACST,30,137.33333333333334,412000
2025-10-08,DR,ACST,3961,138.79542313008756,55155000
2025-10-08,ZP,ACST,3881,140.04545454545453,54146400
2025-10-08,XL,ACST,3257,139.44397251717677,46473300
2025-10-08,BQ,ACST,3147,139.629279811098,43918400
2025-10-08,XA,ACST,3135,138.09510644180259,43016400
2025-10-08,YJ,ACST,501,137.53493013972056,6890500
2025-10-08,HP,ACST,353,137.43342776203966,4851400
2025-10-08,YB,ACST,2213,137.54923339011924,30428200
2025-10-08,EP,ACST,199,137.66523605150215,2784800
2025-10-08,KI,ACST,150,138,2070000
2025-10-08,YU,ACST,200,136.75,2735000
2025-10-08,NI,ACST,1512,138.1865971107544,21173100
2025-10-08,AO,ACST,729,137.68587105624144,10037300
2025-10-08,LG,ACST,465,137.07766990291262,6369500
2025-10-08,AK,ACST,1482,136.27992868059093,19660600
2025-10-08,GR,ACST,769,137.41912736888497,10630400
2025-10-08,QA,ACST,-2080,136,-28288000
2025-10-08,PD,ACST,-30548,138.09540114132258,-421884100
2025-10-08,CP,ACST,-4304,142.01648106904233,-61114000
2025-10-08,IU,ACST,-4000,137.2885,-54915400
2025-10-08,KK,ACST,-3598,139.71392722710164,-50564000
2025-10-08,DH,ACST,-2224,139.02155172413794,-30941800
2025-10-08,AZ,ACST,-1005,144.69641214351427,-14555900
